disease,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,Energy,yellow_ratio,skewness_x,skewness_y,kurtosis_x,kurtosis_y
1,31.19450378,44.69767761,33.61569214,41.44735608,57.44989339,44.89090183,180.5914617,0.96550282,0.577148662,6.960390107,0.505775929,0,-0.131114419,0.568831928,2.074670376,3.321124144
0,43.31654358,60.86495972,47.27534485,44.30800715,60.66687766,48.09568094,133.4629343,0.977280856,0.499587074,8.006174194,0.398049745,0,-0.033258019,-0.135990636,2.020558477,2.065852153
9,27.20108032,49.91899109,34.44793701,36.46157657,57.32918286,39.93420117,217.295143,0.954224486,0.519739029,8.109617217,0.423383347,0,-0.156325735,-0.240098348,2.136964496,2.359214751
9,26.02761841,35.6907959,17.40309143,44.29936095,56.62446675,29.51766298,126.8345935,0.974205669,0.676634175,5.619836418,0.624938545,0,-0.032071503,-0.012773723,1.828933087,2.074691396
7,30.24659729,44.12838745,29.22647095,42.35842432,58.81674464,42.30212378,195.7724058,0.963688371,0.598941837,6.824473063,0.536351234,0,0.222832353,-0.117577256,2.017554202,2.136505322
9,14.10720825,24.1685791,15.32615662,27.99445363,42.37744521,27.68515202,91.55113883,0.964985381,0.71255291,5.083911279,0.648999514,0,-0.397618125,0.300574398,2.373938476,2.589990323
9,22.72416687,34.92224121,22.03251648,36.93542428,52.45231915,35.81401545,192.8037991,0.953958325,0.633469684,6.352228675,0.573432527,0,0.009673035,-0.1190103,2.120437017,2.149464106
4,13.96687317,19.90679932,11.72459412,32.21988356,45.03813026,27.39553305,69.44821974,0.977379542,0.811955205,3.382900841,0.764605389,0,-0.074030754,0.269594694,2.154912783,2.737938839
3,58.80877686,74.39875793,53.49868774,63.99639019,78.43342481,59.51175194,233.5413792,0.977308369,0.491816256,8.399635198,0.409905465,0,0.012643333,-0.111900642,2.137567412,2.081214274
4,17.23849487,25.06925964,18.34020996,35.61471127,49.98922562,37.019004,128.0722892,0.967239237,0.77115781,4.007869162,0.735466466,0,-0.149008537,-0.320539,2.082062204,2.21144757
9,25.77203369,40.31886292,21.53488159,36.98093525,52.02921615,31.83413728,250.316729,0.937939686,0.561807632,7.369771375,0.497850204,0,-0.048177108,-0.043196338,2.249362597,2.005947308
2,41.19961548,49.14013672,37.72850037,54.76579505,63.92435861,50.96953289,407.344384,0.942930199,0.564882784,7.37015727,0.513984362,0,-0.013907172,-0.186969159,2.167550009,2.27915334
9,26.59577942,46.82437134,23.52056885,39.16320745,61.05469231,34.07843715,189.0293668,0.963651407,0.588750123,6.963758348,0.521679404,0,0.094281714,-0.239191742,1.969297683,2.076829899
0,25.34689331,38.68640137,32.74514771,33.26213867,47.93890545,41.3240571,90.42518605,0.975170248,0.590190827,6.857537411,0.492141004,0,-0.161166337,-0.023499607,2.305203778,1.957891323
9,23.44543457,36.06607056,17.4468689,36.49418089,51.15438989,27.28440351,182.8351789,0.952277579,0.618830643,6.475182482,0.560542785,0,0.141781075,-0.079115672,1.934444542,2.205866467
0,31.68383789,49.48756409,38.84609985,35.15596161,52.90853617,42.38957783,98.72225646,0.976964381,0.532968618,7.473110548,0.431614955,0,-0.159272862,-0.25406532,2.228949181,2.089356929
9,27.23822021,41.01211548,26.57725525,42.07606175,56.80265783,38.66422842,273.0168838,0.945562821,0.60300785,6.80253726,0.548159648,0,-0.014852092,-0.138547333,2.028998124,2.088826681
1,24.03288269,32.35696411,24.59440613,36.92761039,48.40320661,41.01586271,127.3491665,0.967196129,0.630530852,6.412626368,0.551023967,0,-0.124321886,-0.351487183,2.199567112,2.277077285
0,31.4440918,46.1288147,34.36608887,37.30051497,52.91384688,40.20290615,109.218204,0.974918391,0.557164663,7.116757365,0.4686825,0,-0.109934834,-0.245362011,2.180117064,2.133896366
1,28.90299988,39.5425415,25.66665649,38.54341756,50.91758552,39.03225778,181.5054074,0.95622591,0.558045208,7.364241925,0.469244589,0,0.157228136,-0.111000108,2.628805727,2.11781051
1,49.81771851,62.97711182,50.56111145,52.85834509,64.49171308,56.37268728,149.6600814,0.979138597,0.496646648,8.513982988,0.383152454,0,-0.229014781,-0.084322884,2.286025341,1.936427026
9,25.92564392,38.64251709,20.17227173,39.32172826,54.65668424,29.81377008,204.3069636,0.953873272,0.614675589,6.551996564,0.548097504,0,-0.015736194,0.092540655,2.083135345,2.322452716
3,8.909622192,10.59422302,8.778518677,27.01509116,31.30938259,26.33035454,78.03287885,0.955116165,0.861402775,2.565404145,0.830955561,0,0.158181542,0.155863412,3.717364859,2.012966469
9,27.82035828,43.58207703,21.33691406,38.76718252,55.8440009,29.91949621,139.827802,0.968950102,0.581957163,7.072402214,0.506087267,0,-0.062231284,-0.236989941,1.852772847,2.097665765
2,45.74311829,64.37400818,36.94296265,51.87607603,71.79761647,42.24078897,160.2887289,0.979402493,0.546412182,7.119765669,0.464421749,0,-0.066172875,-0.19843838,2.230826985,2.114988382
6,23.23399353,36.75366211,26.59048462,39.53887547,56.22558757,44.85151818,295.0733667,0.940446827,0.631308126,6.449776091,0.575267427,0,0.195815806,-0.192166215,2.234995172,2.114154704
2,34.75439453,48.38339233,31.27194214,44.81434017,61.68500052,40.50857443,97.01300337,0.983492484,0.62081024,6.110666458,0.541181868,0,-0.120742531,-0.147391072,2.165324262,2.095204637
9,26.19923401,42.97602844,23.88739014,34.33995541,52.42690214,30.99522386,140.9405828,0.964193635,0.563273047,7.228908755,0.486362621,0,-0.100020459,-0.190273331,2.019439549,2.032968321
8,13.47845459,23.23988342,11.08241272,29.38721217,46.0317336,25.77723095,141.6405183,0.952386901,0.754606492,4.436163998,0.70762229,0,-0.394835796,-0.182847825,2.444896436,2.034994015
2,46.05201721,60.80485535,41.09611511,57.23970461,74.72085108,51.11845935,169.6405375,0.980981851,0.583638781,6.725909343,0.508205102,0,-0.016649082,-0.142664071,2.287702782,2.090138858
6,21.00718689,33.84321594,28.19143677,34.33836996,49.19728575,42.94337785,309.2774559,0.919823418,0.600893788,6.842270263,0.538953799,0,0.031796512,-0.22684445,2.232760757,2.093974521
3,61.55130005,72.52894592,50.70631409,61.00599935,69.94252784,51.73190927,271.4425685,0.967799293,0.45258017,9.020730303,0.360411784,0,-0.151567595,0.049423346,2.14465727,1.99608284
1,38.88117981,48.29138184,32.82339478,51.05831832,62.19680263,43.92782742,234.0944297,0.963604139,0.574603989,7.1304457,0.505454884,0,-0.09723217,0.011470336,2.090152536,1.923405726
0,35.62892151,55.00712585,39.02172852,34.86549751,50.96372768,37.94209034,165.5835092,0.958145017,0.439326333,8.776028987,0.346890667,0,-0.019657785,-0.216638442,1.958240155,2.174719455
9,22.43406677,40.03305054,22.7052002,32.08256729,52.19466707,31.09215028,106.3464937,0.971868678,0.605661952,6.615242983,0.524115573,0,-0.043615956,-0.061998197,2.024098707,1.908236367
9,25.40830994,33.54463196,16.82008362,44.73769803,54.94395219,28.93075229,122.1891472,0.974252449,0.690869213,5.410307515,0.635417635,0,0.144058722,0.115993688,1.958887707,2.405743295
2,42.78543091,50.13331604,36.40351868,60.04025555,69.28334099,52.61148615,391.1133409,0.953214156,0.59320726,6.952017104,0.533594041,0,0.075807914,-0.027186196,2.140944339,2.31374509
0,30.54870605,43.84899902,32.69728088,36.50761533,50.21726746,39.9612734,124.0393339,0.969169593,0.538181498,7.588415469,0.453511089,0,0.013071952,-0.183206592,2.280157144,2.148784467
1,29.3598175,42.76278687,30.20741272,43.73337822,59.74557674,45.03851529,206.3067913,0.963549921,0.59100193,6.974820328,0.497981258,0,-0.38210756,-0.140655692,2.946323576,2.07458667
3,21.78663635,27.01158142,18.90957642,41.77338189,50.59095237,36.25829018,108.6789821,0.974643767,0.752867187,4.443914377,0.680166269,0,-0.528158383,0.5085489,2.632570817,2.180465316
8,24.43437195,37.9556427,22.34272766,40.08096887,59.21293595,37.55584729,195.56139,0.962235713,0.657343701,5.940473075,0.590957794,0,0.191183864,0.08019846,2.584443286,2.328063026
6,26.48141479,38.08843994,31.35491943,42.95636316,57.72704429,48.96562243,380.8879042,0.930261669,0.630961066,6.382600925,0.583492584,0,-0.163222197,-0.113802698,2.245325064,2.012654657
5,33.27497864,52.43986511,31.70370483,42.44032561,64.33523202,39.95743022,148.3065006,0.975343085,0.575326156,6.935770981,0.494546894,0,0.087685354,-0.293306508,2.252298796,2.149036202
0,41.99290466,68.54048157,44.1136322,36.80060144,55.23020513,39.26891843,111.9349574,0.975324978,0.400417648,9.405970846,0.284016244,0,0.111200524,-0.351280095,2.012636336,2.291261029
9,15.95768738,25.08924866,16.83062744,34.09832407,48.66779599,34.1069722,177.4688901,0.950890133,0.740129105,4.632015267,0.699971893,0,0.009886482,-0.129276472,2.027312047,1.986534878
7,31.30700684,43.0990448,31.6325531,49.95973858,63.8055305,50.52145633,447.768348,0.933684722,0.590491189,7.124047556,0.521260104,0,0.055583763,-0.073903358,2.166873373,2.214030459
4,23.70669556,32.10128784,17.54788208,35.57265722,46.79593,28.06144451,88.08821108,0.974050614,0.66041731,5.719088856,0.596772838,0,-0.393854478,-0.190893766,2.255074415,2.056321663
9,21.92166138,39.10954285,28.47683716,36.47255643,55.38130908,41.87748339,250.3131364,0.945341449,0.611767837,6.673414105,0.549514551,0,-0.108858752,-0.315708853,2.057726455,2.134476042
7,36.61053467,48.43925476,32.08630371,54.25315113,68.10035326,48.9991542,338.5524087,0.95558848,0.581746898,7.249112807,0.500963597,0,0.087046557,-0.143431143,2.655953531,2.14760434
5,34.35847473,55.66567993,27.62886047,43.4460229,65.25130219,37.73654031,139.6226007,0.977072221,0.562116226,7.414832246,0.472178423,0,0.142085096,-0.283354892,2.082053703,2.280263848
7,36.12339783,50.41545105,37.92176819,44.28958326,59.8244828,46.439458,208.9901598,0.963635809,0.545689912,7.503824306,0.471265909,0,-0.094683394,-0.334273391,2.32170466,2.103181606
1,20.46566772,31.78401184,20.43249512,36.41139121,51.9043112,37.16101246,145.7209645,0.96476017,0.659620849,5.983791398,0.579990729,0,-0.539534533,-0.039492018,2.893145982,2.170355107
0,26.86012268,43.03450012,34.40618896,33.01514035,50.41560896,41.59800441,101.9367362,0.973810574,0.555856669,7.337232975,0.462252577,0,-0.11462935,-0.221726796,2.663983752,2.268534877
1,28.35957336,36.57522583,23.18173218,49.78210481,61.36371891,41.41722061,170.0475447,0.97249096,0.702516739,5.382556401,0.641104808,0,-0.099067496,-0.116916635,2.106755738,1.933700761
6,26.4259491,35.79621887,24.58465576,42.52269518,56.44634048,39.75424274,176.6431576,0.965236638,0.679823088,5.485900215,0.628520045,0,0.063069236,-0.463773035,2.278338291,2.343731179
5,31.21240234,51.13252258,27.97277832,41.05743207,63.90591501,37.03680681,185.1664218,0.96802528,0.569902232,7.129831968,0.488549153,0,-0.229640887,-0.29154301,2.359590231,2.176315751
9,22.44100952,36.94900513,20.44680786,38.90612723,56.0557281,33.92982569,162.4187359,0.964922503,0.640651358,6.254906044,0.583526389,0,-0.131456166,-0.083469646,2.074302434,2.291203083
3,43.07945251,46.64253235,34.34936523,61.49543352,66.17480631,50.01071372,278.7806409,0.964653583,0.580444784,7.016913502,0.509360008,0,0.215353577,-0.038007166,2.311354345,2.083274163
5,31.06730652,50.50195313,23.621521,40.50230196,63.50973577,33.45296039,147.4730402,0.973622379,0.589543775,6.812686817,0.506180487,0,-0.450139231,-0.327810846,2.448475963,2.262707272
6,15.50761414,24.67933655,17.27957153,29.62230666,44.48645435,32.2030837,98.43787621,0.966925034,0.738564612,4.551767933,0.689301574,0,0.158808244,-0.418298238,2.297275539,2.381757827
7,27.81253052,41.7878418,23.73930359,39.44378965,56.2378405,35.03212005,196.8993582,0.958403436,0.604365974,6.708299786,0.539472827,0,0.03672663,-0.086853067,2.129129233,1.987103143
7,26.14816284,44.2552948,25.47018433,36.17483817,57.88884524,38.05895874,97.36256333,0.979611484,0.620207707,6.441418867,0.539492562,0,-0.104648125,-0.227705095,2.246297182,2.101716017
8,20.54943848,38.56652832,19.68968201,34.2457357,58.31181938,33.26313925,174.5899841,0.962067431,0.646971135,6.148725555,0.574144845,0,-0.010255791,-0.070306038,2.511342862,2.344337518
7,27.57466125,40.98242188,25.21083069,45.97860132,60.67639269,46.25177526,225.7553396,0.961636152,0.604115836,6.931365778,0.530725514,0,-0.18646718,-0.018719332,2.620966738,2.080341585
0,31.28839111,48.11083984,38.52232361,34.32297942,50.85310884,41.58264816,116.0592422,0.971025552,0.524526137,7.484465521,0.435007252,0,0.061087841,-0.239061838,2.275935504,2.129782386
0,23.50241089,41.17695618,29.51438904,30.09843917,47.68339436,35.48411364,124.6568505,0.962523446,0.547880389,7.398781532,0.455428906,0,-0.014783951,-0.217633432,2.228054585,2.120594011
6,10.72343445,18.45805359,14.75578308,26.79208408,39.71726375,32.94693635,240.2880336,0.901688949,0.76694809,4.201856681,0.729347266,0,-0.175676698,-0.009606418,2.334388934,2.057833131
8,14.82156372,21.47113037,13.48074341,31.85208643,44.47230429,29.83357302,100.3514668,0.967038262,0.771897341,4.097917439,0.726105551,0,0.112082155,-0.105279178,1.994855875,2.260446166
4,13.75514221,21.14356995,13.82406616,30.51566744,45.22368015,30.53507642,86.68116899,0.971675331,0.796015923,3.651209263,0.746249083,0,-0.174179484,0.207600038,2.252963605,2.3385693
9,21.19529724,35.34786987,24.48344421,37.40214434,53.79001923,39.30217294,247.9429931,0.943877613,0.616216027,6.68358081,0.546165458,0,-0.569208609,0.14264015,2.571805801,2.010974585
9,36.51933289,58.67938232,40.04469299,36.9872661,56.17326216,40.65039247,143.0604701,0.969397594,0.462838185,8.616979857,0.360223394,0,-0.244106792,-0.110727573,2.024016822,1.965007556
9,21.94267273,33.53128052,25.25845337,41.33520505,54.69099513,43.42661283,238.0969635,0.950886706,0.642599134,6.284763442,0.583794709,0,-0.078314462,-0.244746682,2.056205737,2.064516471
1,27.63598633,41.73358154,29.6582489,40.53784824,58.08315372,43.20243289,157.4879269,0.969726109,0.623409758,6.406362574,0.560507729,0,-0.06390063,-0.185254597,2.208455308,2.508674476
3,36.390625,50.11901855,37.23265076,49.98478376,62.82399004,51.71965365,158.6544715,0.976091584,0.567503499,7.544594899,0.468379521,0,-0.426312066,0.234550561,2.325483426,2.32119263
6,36.30726624,49.54367065,33.52719116,48.4324981,64.23013878,44.61070173,272.5644733,0.958396616,0.591275802,6.778450377,0.541181586,0,0.090142063,-0.25117069,2.155892464,2.083635161
0,37.97851563,57.95178223,40.40127563,43.12873196,63.42407778,46.19084901,132.853175,0.978275537,0.524505067,7.768062461,0.434219308,0,0.131251755,-0.064438997,2.295630528,2.144377907
6,27.69078064,37.52508545,25.67974854,44.83902255,59.58283613,41.41712058,147.3381596,0.97389479,0.689437003,5.31351633,0.641012014,0,0.033458229,-0.092211127,2.212275997,2.100426737
1,52.11756897,74.74873352,61.91156006,48.20685497,66.28329649,57.37155791,204.2493424,0.97128044,0.416352127,9.484925556,0.315145529,0,0.000309873,0.018484473,2.144677894,1.942033058
9,30.00419617,42.01725769,24.82855225,46.67615505,63.05887208,39.41109023,262.622742,0.95716994,0.645508739,6.107683596,0.598070691,0,0.266474858,-0.266261088,2.169746228,2.124824344
0,40.44407654,57.62094116,45.59802246,42.37534587,59.07589385,47.46243958,125.0868182,0.977444618,0.516584575,7.578921395,0.422294073,0,0.066854214,-0.095183752,2.18479876,2.141621642
9,21.40542603,33.56257629,22.95080566,35.65379649,52.30319228,37.25113372,226.2202461,0.945365026,0.656028406,5.938044866,0.6043651,0,0.067535165,-0.07221876,2.033100446,2.061087247
9,30.64837646,49.77790833,26.1374054,38.33825101,57.4293108,32.25714497,146.5290942,0.968963887,0.542263196,7.555193391,0.456858441,0,0.012481599,-0.148203446,2.160454533,2.244451862
7,39.94483948,61.45669556,39.27281189,47.86363425,68.6531539,47.05166374,270.2635761,0.962232569,0.499599688,8.33993419,0.417017343,0,-0.13437539,-0.244071366,1.980141098,2.273620179
7,39.01968384,61.14186096,38.78471375,44.31559531,66.95598331,44.33961121,183.1697676,0.972283034,0.520716652,7.754148741,0.438477122,0,-0.115668033,-0.293104815,2.033308096,2.206659431
6,24.63682556,33.1109314,21.02957153,41.47919891,52.78688727,37.55515611,224.7743737,0.950398993,0.650908406,6.08842307,0.594186581,0,-0.165740668,-0.1697258,2.18148031,2.099569315
9,23.44682312,30.79756165,16.41235352,40.75657642,49.96413619,28.56775804,194.0760274,0.95114134,0.668586505,5.757326596,0.615045358,0,-0.137001874,-0.075566656,2.168179879,2.139926201
3,42.52655029,61.28518677,44.36383057,48.9740731,66.43881851,52.89627965,221.92567,0.96860697,0.51195917,8.097494381,0.439542087,0,0.114745093,-0.003490976,1.976457055,2.280965596
2,35.93370056,49.78277588,31.51522827,49.10076399,67.15084024,43.38689069,104.0283414,0.98507578,0.645808838,5.798526088,0.575400929,0,-0.043554011,-0.217164406,2.209038954,2.061345617
6,33.1368866,51.04934692,30.71257019,42.65063225,61.95347676,41.06416523,225.1341555,0.960894378,0.55079742,7.546414447,0.480489952,0,0.044525318,-0.268642304,2.15080177,2.155338795
2,49.79388428,63.4004364,45.80044556,56.0602534,70.70334948,52.04361923,132.7105243,0.983882018,0.552905904,7.111897964,0.466293484,0,0.074825014,-0.203527969,2.235541765,2.102075388
6,25.54020691,37.8112793,23.27346802,40.14216566,57.38453132,36.71783221,152.5198792,0.969297842,0.668263433,5.665773661,0.614015034,0,-0.079813372,-0.151613063,1.963939517,2.052836142
3,27.60670471,33.23460388,23.31842041,51.93329095,62.59035314,43.42954261,105.7384234,0.983880376,0.788542886,3.856361211,0.742768495,0,-0.626418208,0.366475541,3.695621751,2.628850966
6,16.60037231,25.19329834,20.84240723,32.78611424,45.77394875,39.48675709,306.756814,0.90938413,0.698908039,5.342309936,0.640671391,0,0.117436065,-0.043683342,2.69422231,2.238911255
9,35.85531616,57.56645203,40.287323,41.70980602,63.13964222,45.83173173,158.8837364,0.973269475,0.523848601,7.811785197,0.442351985,0,-0.107951937,-0.099444326,2.141056564,1.960629634
1,25.14920044,42.06002808,24.66473389,37.0524467,57.88171794,35.92281407,185.6629265,0.961239228,0.596198902,6.846714599,0.512868218,0,0.177633175,-0.031473506,2.610682969,2.180042543
9,25.83561707,39.57289124,21.3812561,37.01713291,53.46327757,30.39109343,123.7201716,0.970499768,0.620427986,6.436432308,0.556275682,0,0.017301959,-0.074602385,2.028255117,2.01924636
0,30.09324646,42.85845947,36.01968384,38.76042914,53.84775941,45.75133585,123.8952264,0.97348431,0.599304309,6.535975028,0.517261435,0,-0.057681579,-0.446964665,2.448422168,2.257190192
0,33.46563721,49.40374756,38.53172302,37.87676869,53.8328572,43.31449008,140.1220985,0.969220545,0.52332461,7.722716418,0.419212891,0,-0.001272104,-0.228981338,2.267556387,2.018476861
6,29.5239563,44.36923218,30.36557007,44.23328397,60.33002742,45.23080352,350.2382266,0.939179808,0.572464544,7.376173839,0.511059166,0,0.055758376,0.084336709,2.113327854,2.333165633
6,20.36476135,36.65312195,28.12481689,36.00219283,52.37972461,44.85895883,285.966622,0.933059831,0.591945812,7.110216803,0.515529307,0,-0.09552299,-0.325940743,2.01190656,2.175675112
0,37.04536438,54.66348267,44.89988708,37.67439472,54.51159579,45.1733694,126.4425933,0.972951775,0.494033221,7.768356226,0.404187374,0,0.075418808,-0.370154114,2.164851192,2.316298768
9,26.83700562,43.91499329,23.23019409,40.12629463,60.0732503,33.72982915,139.2691577,0.973077673,0.61196653,6.651076476,0.533025339,0,-0.095011536,-0.141119888,1.956912353,1.993400058
9,38.67546082,60.53417969,32.21633911,41.56383529,59.64336037,34.86239051,202.4179517,0.961069484,0.455087843,8.794614399,0.376627266,0,-0.042426411,-0.229792541,2.085365909,1.972844556
3,40.08052063,48.80455017,30.92454529,56.64176482,67.70215175,45.08203241,151.7268198,0.980134105,0.628797547,6.376190061,0.54990825,0,-0.553764248,0.427519078,3.115351523,2.139537223
5,20.21212769,42.41079712,17.50567627,28.28156104,52.4586121,24.29390742,111.7991945,0.967650983,0.587294986,6.81354884,0.503298254,0,-0.021119542,-0.152361544,2.208211435,2.150147189
7,27.25244141,36.70405579,27.80065918,45.06889285,55.82012158,45.50715092,394.5934816,0.925303905,0.597862142,6.979921699,0.527554709,0,0.175053077,0.005110296,2.58333515,2.477568733
9,18.74093628,29.11357117,19.74455261,30.15248054,42.75281389,29.90788689,123.4820001,0.955671364,0.631526073,6.220006947,0.566820034,0,0.514192264,-0.179048103,2.526618165,2.016083813
9,28.10957336,46.08389282,22.70811462,39.89243811,59.05195073,31.90603898,147.6974065,0.970294957,0.586863768,7.014072845,0.503149606,0,0.169375517,-0.197753146,1.931237119,1.929812772
1,23.07524109,32.01199341,16.48100281,42.91683369,58.15821078,32.02256036,100.7338514,0.980258529,0.742638181,4.555383717,0.694339874,0,-0.100325535,0.040221606,2.147894082,2.195413945
6,15.65507507,25.17704773,15.72885132,31.64641102,48.27176641,31.65370237,115.7097627,0.966154277,0.755393034,4.353766879,0.709560982,0,-0.129955304,-0.162644321,2.308481298,2.023869643
9,22.21305847,33.95927429,22.9148407,38.02079246,52.97361045,37.93099004,243.7729417,0.943918459,0.643307197,6.218724265,0.578116647,0,0.477579719,-0.141489789,3.000561084,2.231570997
5,17.54162598,26.73799133,15.36886597,31.06127496,45.56388747,27.23161803,86.34582552,0.971711748,0.704774466,5.144737023,0.633455758,0,0.006177938,-0.076196064,2.070082274,2.245871685
5,36.44070435,57.55102539,34.43739319,43.64894921,65.59189657,41.56911828,252.2309928,0.959962848,0.529154072,7.697714418,0.453684267,0,-0.222405749,-0.280325335,2.051646779,2.158556538
9,23.45013428,36.23535156,23.56861877,38.80808891,54.555719,38.2553359,298.5680469,0.934613736,0.629400676,6.425483852,0.57287146,0,0.197285482,-0.247597484,2.187991218,2.290003894
4,19.67251587,28.36061096,15.1862793,37.66610055,52.33778457,30.52405535,105.0719794,0.974481232,0.748019245,4.471339365,0.689688358,0,0.063846469,-0.045535386,2.197312189,2.181781516
1,26.19140625,37.45027161,22.63336182,33.08078403,44.40596685,32.29679289,137.2122121,0.955498269,0.543367373,7.574014799,0.440041494,0,0.064050372,-0.159350875,2.08822095,2.012858647
1,37.59886169,48.87745667,40.51560974,49.0282828,60.55833194,53.65538122,158.7817119,0.974935911,0.539364721,7.917092269,0.446056882,0,-0.166649851,-0.357544204,2.425300732,2.264148273
6,23.43357849,39.38905334,28.39030457,35.91108678,52.82477398,40.71299091,253.5316046,0.940554501,0.580885439,7.115658512,0.524013837,0,0.020117132,-0.17713109,2.097763448,1.833087695
9,23.54423523,35.55096436,20.62745667,38.8965188,52.82972193,32.60923447,174.1199493,0.958909993,0.628737106,6.393365483,0.56335015,0,-0.151487071,0.196718556,2.213097639,2.048764559
7,41.61499023,54.85716248,37.14727783,51.05308394,63.40794439,46.89170869,301.5252767,0.954768047,0.510458863,8.209605661,0.433154079,0,-0.329142892,-0.412661701,2.436587833,2.227279015
0,34.36495972,53.50868225,42.71896362,36.93058387,54.61097786,44.55102149,163.9024333,0.964455739,0.484279184,8.168300368,0.392990296,0,-0.030548933,-0.328922937,2.217729727,2.199235585
5,25.68873596,42.8966217,24.30285645,37.14370277,60.00694522,35.12029561,106.2404199,0.978936907,0.637358405,6.055298867,0.54785993,0,0.255642529,-0.187636425,2.435284967,2.112043903
9,22.39416504,31.76799011,17.90611267,41.24103942,54.05446411,33.6372287,207.5859797,0.954226363,0.686375059,5.52688367,0.633921598,0,0.16009039,-0.084786046,2.42909825,2.940569596
9,19.96435547,31.82952881,23.15081787,35.27630083,49.95668954,37.50604836,197.5837362,0.948863891,0.655677176,5.992696121,0.593310244,0,-0.574594716,0.005059271,2.868764233,1.789867616
9,28.21807861,42.97720337,27.68209839,36.86527638,51.68219032,35.05452793,201.3934813,0.950565619,0.539703374,7.617862879,0.47054934,0,0.281057263,0.077963687,2.192250068,2.327337983
7,43.7744751,62.04879761,40.34857178,47.99261684,64.98448864,44.88803638,240.650235,0.963573369,0.496610529,8.222776944,0.415732397,0,0.082643455,-0.347689375,2.180132176,2.323806708
7,29.48908997,43.50717163,30.56491089,45.19897825,64.69325328,46.52084078,175.9835883,0.972696733,0.658247781,5.821533955,0.606967533,0,0.226270528,-0.204701398,2.250787516,2.086540842
6,30.51776123,39.58670044,29.36454773,49.82954057,62.56447546,48.61302898,270.0840358,0.95866577,0.664258025,5.874177702,0.616664659,0,-0.046147524,-0.38347344,2.203137338,2.196219011
9,19.43418884,29.162323,16.46858215,36.83607754,49.56894563,31.06934091,193.3547094,0.948734138,0.673254004,5.73252873,0.613413984,0,0.010145629,0.174530085,2.126354855,2.266808082
9,24.57951355,42.03999329,18.60127258,37.5449563,58.23326429,29.87653678,257.9252541,0.945156564,0.587506533,7.094495817,0.510268481,0,0.443079148,-0.142589599,2.733365303,2.061088177
6,31.82765198,46.36399841,41.41479492,45.03136391,60.16170149,54.70540391,277.4018754,0.954074441,0.533129309,7.940506651,0.459165859,0,0.098739722,-0.301655273,2.127370653,2.155947594
7,46.12219238,60.22633362,39.36677551,52.87650082,66.32473326,47.15514057,299.9210718,0.958315777,0.503900745,8.215057114,0.434400874,0,0.199285813,-0.147743739,2.270421264,2.181824278
2,44.56488037,55.15031433,41.41239929,49.26564298,60.69536859,45.91784282,87.73053666,0.985800899,0.572138556,6.644967212,0.468100402,0,-0.025122973,-0.242492276,2.177258564,2.058738012
6,35.66975403,45.86474609,34.98022461,52.32174524,64.25860338,52.2173635,406.9364708,0.942125547,0.600352082,6.926085832,0.551244172,0,0.247356024,-0.386525307,2.30713323,2.376307156
1,28.89497375,42.38882446,32.75982666,42.14069128,60.01237131,48.02540769,177.0072615,0.96878422,0.621847728,6.505796484,0.543894665,0,-0.202940416,-0.454320704,2.281214236,2.432443924
9,15.690979,23.99906921,15.52587891,30.73619147,43.92235146,30.42587481,118.4543354,0.959638245,0.711195907,5.091319167,0.641669681,0,0.54331883,0.319581696,4.02289714,2.020057615
1,32.56712341,49.54022217,28.3513031,49.03076619,67.29888432,45.31664194,328.7324514,0.952803769,0.57064751,7.44368881,0.497895423,0,0.344713817,-0.071698649,2.697088174,2.046478481
3,49.35519409,57.85864258,41.08885193,56.82905669,62.47207219,47.85655484,119.6787981,0.982719114,0.550794658,7.973810399,0.390424446,0,-0.49972666,0.00966161,2.389045156,1.951651225
9,27.56195068,42.99806213,24.32922363,37.83962428,54.73581805,32.5528915,152.7043628,0.965379125,0.570614769,7.196815072,0.494545148,0,0.165742502,-0.137665835,1.845495661,1.893749347
7,41.10481262,54.19229126,41.1184845,51.59030279,63.56189178,51.32185425,537.8872418,0.921464045,0.500890942,8.440636667,0.432107322,0,0.041146729,-0.397248466,2.203989194,2.478811838
6,29.14859009,44.09339905,35.59509277,40.9095371,57.74122762,48.47893726,322.6848183,0.939276714,0.583542809,6.99807825,0.53518703,0,0.076145709,-0.075103065,2.115643077,2.133901503
9,26.15078735,36.83618164,16.96662903,41.58189821,54.76014974,28.4228902,161.5462639,0.964333057,0.639743922,6.184892587,0.581230922,0,-0.177660243,-0.191609442,2.145927011,2.121044781
1,24.08430481,32.52011108,17.83087158,28.13146877,36.37090758,23.58731266,82.10712026,0.960408201,0.549864131,7.333264071,0.423164877,0,-0.051339792,-0.127290068,2.057170718,1.990417142
3,24.28871155,30.58628845,19.64321899,36.29224797,46.47966527,31.85243767,55.37210005,0.983916202,0.741762473,4.529486199,0.679747208,0,-0.100805584,0.091455879,3.242664764,1.922828181
2,20.06906128,30.13284302,18.18823242,30.01925586,44.04305198,27.19012255,68.05535757,0.976315434,0.684286259,5.165618315,0.605203381,0,-0.039570846,-0.166526056,2.220670046,2.194085159
9,21.61003113,35.50379944,24.76998901,36.29033707,51.40952258,36.98422705,208.8603439,0.948421971,0.604941393,6.7709575,0.545703948,0,0.186626119,-0.06211984,1.946166676,1.928088334
